,metric,partition,value,iteration
12,abs_lenght_80pct,test,8204.511171668264,280
13,abs_lenght_80pct,train,8179.641736375881,280
14,abs_lenght_80pct,valid,8440.017593407467,280
15,confidence_error,test,0.04563263527701511,280
16,confidence_error,train,0.024396822592180224,280
17,confidence_error,valid,0.1443755292326721,280
18,elbo,train,112568.14294338226,280
0,MAPE,test,3.0789322965860713,290
1,MAPE,train,30.325318328385606,290
2,MAPE,valid,81.3762986444913,290
3,MAE,test,2670.99455390006,290
4,MAE,train,2475.4155619086214,290
5,MAE,valid,3086.2985883170622,290
6,emp_coverage_80pct,test,0.8187995469988675,290
7,emp_coverage_80pct,train,0.8121115537848606,290
8,emp_coverage_80pct,valid,0.7435897435897436,290
9,perc_lenght_80pct,test,9.311614559748659,290
10,perc_lenght_80pct,train,70.09613347032804,290
11,perc_lenght_80pct,valid,342.425426682869,290
12,abs_lenght_80pct,test,8140.5801190966,290
13,abs_lenght_80pct,train,8123.870521915189,290
14,abs_lenght_80pct,valid,8311.391849618196,290
15,confidence_error,test,0.053495215442036934,290
16,confidence_error,train,0.0702688770980219,290
17,confidence_error,valid,0.06933365670028059,290
18,elbo,train,103739.89725446701,290
0,MAPE,test,3.1794285985891695,300
1,MAPE,train,29.56722747124521,300
2,MAPE,valid,65.30931430875766,300
3,MAE,test,2565.9302263678546,300
4,MAE,train,2385.1295009026426,300
5,MAE,valid,2914.729851732468,300
6,emp_coverage_80pct,test,0.7938844847112118,300
7,emp_coverage_80pct,train,0.8148207171314741,300
8,emp_coverage_80pct,valid,0.7599067599067599,300
9,perc_lenght_80pct,test,11.055800836421781,300
10,perc_lenght_80pct,train,72.19962139811489,300
11,perc_lenght_80pct,valid,310.6286268566456,300
12,abs_lenght_80pct,test,7913.210320202742,300
13,abs_lenght_80pct,train,7930.494008014272,300
14,abs_lenght_80pct,valid,8122.354236468599,300
15,confidence_error,test,0.062033224978456036,300
16,confidence_error,train,0.07558548495231901,300
17,confidence_error,valid,0.06768542568542568,300
18,elbo,train,134683.46876621246,300
0,MAPE,test,2.5692709633731856,310
1,MAPE,train,23.945169076621873,310
2,MAPE,valid,47.9995250586544,310
3,MAE,test,2438.6689524348817,310
4,MAE,train,2247.427390789971,310
5,MAE,valid,2747.9188083964627,310
6,emp_coverage_80pct,test,0.8086070215175538,310
7,emp_coverage_80pct,train,0.8280478087649402,310
8,emp_coverage_80pct,valid,0.7785547785547785,310
9,perc_lenght_80pct,test,8.618355760736788,310
10,perc_lenght_80pct,train,66.42722132816591,310
11,perc_lenght_80pct,valid,310.51755788969956,310
12,abs_lenght_80pct,test,7963.207073981599,310
13,abs_lenght_80pct,train,7937.9656690162265,310
14,abs_lenght_80pct,valid,8195.597052275789,310
15,confidence_error,test,0.10232100935670915,310
16,confidence_error,train,0.12365566952017007,310
17,confidence_error,valid,0.042219081805787366,310
18,elbo,train,114839.72498559952,310
0,MAPE,test,2.077405754092663,320
1,MAPE,train,27.283182528409263,320
2,MAPE,valid,63.19154944389216,320
3,MAE,test,2632.581077403918,320
4,MAE,train,2414.903599698087,320
5,MAE,valid,3122.475028424266,320
6,emp_coverage_80pct,test,0.7893544733861835,320
7,emp_coverage_80pct,train,0.8076494023904383,320
8,emp_coverage_80pct,valid,0.7397047397047397,320
