,metric,partition,value,iteration
6,mape,test,0.3350804609461475,45
7,mape,train,0.2644291669319695,45
8,mape,valid,0.32779529053206896,45
9,confidence_error,test,0.28722321753995544,45
10,confidence_error,train,0.3901759950176523,45
11,confidence_error,valid,0.28959040825029375,45
12,elbo,train,10087.863732814789,45
0,coverage_80pct,test,0.8731343283582089,46
1,coverage_80pct,train,0.9205607476635514,46
2,coverage_80pct,valid,0.8432835820895522,46
3,diameter_80pct,test,1.3739859415388445,46
4,diameter_80pct,train,1.3494323992622197,46
5,diameter_80pct,valid,1.3599517304654982,46
6,mape,test,0.33107975145553353,46
7,mape,train,0.26219181428248955,46
8,mape,valid,0.3251789340787991,46
9,confidence_error,test,0.2589521240279236,46
10,confidence_error,train,0.32528334348227195,46
11,confidence_error,valid,0.20716367453859402,46
12,elbo,train,10107.311287403107,46
0,coverage_80pct,test,0.9029850746268657,47
1,coverage_80pct,train,0.9280373831775701,47
2,coverage_80pct,valid,0.8507462686567164,47
3,diameter_80pct,test,1.5961474877092396,47
4,diameter_80pct,train,1.5748825888944582,47
5,diameter_80pct,valid,1.590973057939441,47
6,mape,test,0.29487243476702785,47
7,mape,train,0.23115115365416053,47
8,mape,valid,0.2859744180796178,47
9,confidence_error,test,0.3480114783765469,47
10,confidence_error,train,0.41994391948837506,47
11,confidence_error,valid,0.3308218222009486,47
12,elbo,train,10145.85762643814,47
0,coverage_80pct,test,0.9029850746268657,48
1,coverage_80pct,train,0.9289719626168225,48
2,coverage_80pct,valid,0.8731343283582089,48
3,diameter_80pct,test,1.5512179373310018,48
4,diameter_80pct,train,1.5487362267876366,48
5,diameter_80pct,valid,1.5696207012564547,48
6,mape,test,0.32303628501718823,48
7,mape,train,0.2568461626381473,48
8,mape,valid,0.3207749872944093,48
9,confidence_error,test,0.3383245249802631,48
10,confidence_error,train,0.4281289280712475,48
11,confidence_error,valid,0.3438990858286659,48
12,elbo,train,10118.713793754578,48
0,coverage_80pct,test,0.8880597014925373,49
1,coverage_80pct,train,0.9121495327102803,49
2,coverage_80pct,valid,0.8432835820895522,49
3,diameter_80pct,test,1.347004078789383,49
4,diameter_80pct,train,1.3334771695436436,49
5,diameter_80pct,valid,1.3651303783300792,49
6,mape,test,0.3084650152022892,49
7,mape,train,0.24422303696188438,49
8,mape,valid,0.30862640436872735,49
9,confidence_error,test,0.3078762408697867,49
10,confidence_error,train,0.3816902971114063,49
11,confidence_error,valid,0.2651191928984813,49
12,elbo,train,10171.166493415833,49
0,coverage_80pct,test,0.8805970149253731,50
1,coverage_80pct,train,0.9158878504672897,50
2,coverage_80pct,valid,0.8582089552238806,50
3,diameter_80pct,test,1.3374013407939291,50
